데이,표제어,예문,동의어1,동의어2,동의어3,동의어4,동의어5
39,conceit,"The player's conceit, shown after improperly obtaining the gold medal, was quite disgusting.",arrogance,egotism,pride,vanity,
39,averse,Decision-makers are understandably averse to invest in the regions with low potential.,opposed,loath,reluctant,unwilling,
39,bachelor,"if a young ma says that he is a celibrate,its means he is a bachelor.",celibate,single man,,,
39,high-profile,The event has brought in many high-profile athletes to compete.,famous,prominent,renowned,,
39,vagary,Her decision to wear only red dress was pure vagary.,caprice,whim,,,
39,obtrusive,His obtrusive manners made him unpopular with his coworkers.,intrusive,officious,,,
39,obtrusive,"The soldiers were in civilian clothes, to make their presence less obtrusive.",noticeable,obvious,,,
39,parade,The police tried to check the demonstration parade.,march,procession,,,
39,arbiter,The law is the final arbiter of what is considered obscene.,arbitrator,mediator,,,
39,thwart,The troopers were doing all they could to thwart terrorists.,hinder,impede,stymie,,
39,faucet,The water pipe began to hiss as he turned on the bathroom faucet.,tap,,,,
39,comply,They asked him to leave and he complied.,follow,obey,,,
39,saturnine,"james, taciturn and saturnine, was a stark contrast to the hyperactive Thomas.",dismal,gloomy,sombre,,
39,eruption,Current Mt. Fuji was formed after an eruption in the past.,blast,ejection,,,
39,inalienable,All human beings are born with inalienable rights.,nontransferable,,,,
39,merchandise,Shoppers complained about poor quality merchandise and high prices.,commodity,goods,product,wares,
39,fitful,I'm tired because I had such fitful sleep last night.,sporadic,intermittent,irregular,,
39,delete,The prosecution suspects that the files were deleted in attempt to destroy evidence.,erase,expunge,obliterate,remove,
39,stock,"""No comment,"" was the actor's stock response.",cliché,routine,,,
39,imponderable,The impact on the environment of this massive oil spillage is imponderable.,immeasurable,incalculable,,,
39,prestige,The mayor's prestige is known throughout the country.,authority,reputation,standing,status,
39,rehabilitate,The number of men serving second and third terms in prison indicates the failure of the prisons to rehabilitate the inmates.,reinstate,,,,
39,traitor,The traitor was beheaded at the king's order.,betrayer,renegade,turncoat,,
39,adopt,The courts were asked to adopt a more flexible approach to young offenders.,choose,select,,,
39,matrimonial,"With no lands of his own, he was no great matrimonial prize.",conjugal,marital,nuptial,,
39,slump,The playeer returned home due to a long running slump.,decay,decline,fall,wane,
39,canard,What he said turned out to be a canard in the end.,a false report,,,,
40,uncouth,"He is basically uneducated, unexperienced, uncouth and self-absorbed.",clumsy,coarse,rude,,
40,define,"To put it simply, wind can be defined as air moving around.",describe,interpret,,,
40,pedestal,The sculpture was put on the bulky bronze pedestal.,stand,support,,,
40,salacious,The newly unearthed arcane manuscripts revealed the pope's remonstrations against a certain collection of art that the church had deemed salacious at the time.,lecherous,lewd,libertine,,
40,restrain,Michael managed to restrain his anger.,control,inhibit,repress,suppress,
40,ingrained,These stereotypes are ingrained when we're young.,embedded,planted,,,
40,critical,Tom's parents were highly critical of the school.,captious,carping,censorious,,
40,critical,The accident victim was rushed to the hospital in critical condition.,grave,serious,urgent,,
40,reparation,"After the accident we sought reparation in court, but our lawyer was not competent and we didn't win a cent.",amends,compensation,indemnity,,
40,postpone,The meeting has been postponed till next Sunday.,adjourn,defer,delay,put off,
40,maxim,It is a famous maxim that the early bird catches the worm.,adage,aphorism,axiom,dictum,proverb
40,maxim,"There is a military maxim that a commander is responsible for everything his or her subordinates do, or fail to do.",principle,,,,
40,ajar,A drunken Marine first lieutenant was arrested for entering an apartment unit with the door ajar and falling asleep there.,slightly open,,,,
40,element,Health is an essential element for happiness.,component,constituent,factor,,
40,launch,The new transaction service of the airlines will be launched next month.,begin,start,,,
40,launch,An ambitious private manned mission to Mars aims to launch a two-person crew to fly around the Red Planet and return to Earth.,discharge,fire,shoot,,
40,obituary,"His obituary in The New York Times states, ""The death of Mr.Charles Dickens created a great gap in English literature.""",necrology,obit,,,
40,afford,"To our great dismay, the worn-out safari tent leaked in numerous places and afforded little protection from the jungle downpour.",grant,offer,,,
40,fickle,"When fortune is fickle, the faithful friend is found.",capricious,changeable,volatile,,
40,vibrate,Every time a train went past the walls vibrated.,oscillate,quiver,shake,,
40,bigamy,A man is guilty of bigamy if he has more than one wife.,double marriage,,,,
40,dated,"Her friends agree that fur is fine, so long as it is not showy or dated.",archaic,old-fashioned,,,
40,ascribe,She ascribed her failure to her lack of patience.,attribute,impute,,,
40,literate,Only half of the children in this class are literate.,educated,knowledgeable,,,
40,theatrical,"Musical is a type of theatrical performance given through combinations of songs, dialogue, acting, and dance.",dramatic,exaggerated,histrionic,,
40,hit-or-miss,The professor criticized the hit-or-miss quality of our research.,careless,desultory,,,
40,counterpart,The Foreign Minister held talks with his Chinese counterpart.,equivalent,match,obverse,pair,
40,ductile,"Pure silver is really white, lustrous, soft, and very ductile.",flexible,malleable,pliable,,
40,enhance,Their capacity for new learning will greatly enhance the chances of survival of the human species in the future.,augment,heighten,improve,,
40,genesis,Many people disagree about the genesis of life.,birth,origin,,,
40,sentence,"When the time came for him to be sentenced, his father pleaded for leniency.",condemn,convict,,,
40,pandemic,The worst flu pandamic was the infamous Spanish flu which killed many people.,epidemic,,,,
40,comb,"In the movie Erin Brockovich, Julia Roberts combs through city documents.",rake,rummage,sift,,
40,barbarian,We need more men of culture and enlightenment; we have too many barbarians among us.,savage,,,,
40,expiate,He spent the rest of his life trying to expiate his sins.,atone for,make amends for,redeem,redress,
40,weave,Most spiders weave webs that are almost invisible.,entwine,knit,intertwine,plait,
40,sour,"When milk goes bad, it tastes sour.",acid,acidulous,sharp,tart,
40,sour,The convention ended on a sour note with several people walking out.,disagreeable,grumpy,peevish,,
40,zephyr,"Zephyr derives from Zephyrus, the god of the west wind in Greek mythology.",breeze,,,,
40,harbor,You should not harbor unkind thoughts.,bear,cherish,,,
40,absolute,An absolute rule is one that has no exceptions and that you must follow.,complete,perfect,sheer,total,utter
40,absolute,An absolute ruler is one who is ruled by no one else.,arbitrary,autocratic,despotic,tyrannical,
40,stride,We 're making great strides in the search for a cure.,advance,improvement,progress,,
40,vest,The soldier was wearing a bullet-proof vest.,undershirt,waistcoat,,,
40,faint,Dog's noses are so sharp that they can find even the faintest smell.,dim,indistinct,light,soft,thin
40,choir,"In January of next year, the Vienna Boys' Choir will visit Seoul to have a concert.",chorale,chorus,,,
40,discriminate,A person with a refined aesthetic sense is able to discriminate subtle differences where a less observant person would see nothing.,differentiate,discern,distinguish,,
40,intermediate,"At least 1,500 words are needed to communicate at an intermediate level.",halfway,median,middle,midway,
40,proportion,The payment will be in proportion to the work done.,rate,ratio,,,
40,minuscule,The pay for working as a clerk in this store is minuscule.,diminutive,fine,minute,small,tiny
40,ratify,The 1997 Kyoto Agreement on global warming which would force countries to reduce emissions was never ratified by the U.S. Senate.,approve,authorize,confirm,,
40,threshold,She stood hesitating on the threshold.,entrance,sill,,,
40,scream,There was an unnatural silence and then a scream.,exclamation,outcry,yelp,,
41,kidnap,They were released a month after being kidnapped.,abduct,snatch,,,
41,defiant,Adolesent boys often show a gesture of defiant to their parents.,disobedient,inflexible,rebellious,,
41,menial,"Many immigrants, when they first arrived in the United States, were forced to engage in menial jobs.",humble,lowly,,,
41,acumen,Ruth Bader Ginsburg's legal acumen led to her appointment to a position on the Supreme Court.,acuity,brilliance,insight,,
